CN050010,05,001,"Arkansas County, AR",2009,"12,228  ","10,476  ","1,752  ",14.3   
CN050030,05,003,"Ashley County, AR",2009,"9,221  ","8,381  ",840  ,9.1   
CN050050,05,005,"Baxter County, AR",2009,"17,471  ","16,047  ","1,424  ",8.2   
PA050250,05,007,"Benton County, AR",2009,"105,604  ","100,010  ","5,594  ",5.3   
CN050090,05,009,"Boone County, AR",2009,"16,932  ","15,856  ","1,076  ",6.4   
CN050110,05,011,"Bradley County, AR",2009,"4,974  ","4,584  ",390  ,7.8   
CN050130,05,013,"Calhoun County, AR",2009,"2,520  ","2,365  ",155  ,6.2   
CN050150,05,015,"Carroll County, AR",2009,"14,278  ","13,660  ",618  ,4.3   
CN050170,05,017,"Chicot County, AR",2009,"4,642  ","4,195  ",447  ,9.6   
CN050190,05,019,"Clark County, AR",2009,"11,000  ","10,303  ",697  ,6.3   
CN050210,05,021,"Clay County, AR",2009,"6,369  ","5,705  ",664  ,10.4   
CN050230,05,023,"Cleburne County, AR",2009,"11,863  ","11,158  ",705  ,5.9   
CN050250,05,025,"Cleveland County, AR",2009,"4,079  ","3,833  ",246  ,6.0   
CN050270,05,027,"Columbia County, AR",2009,"10,694  ","9,827  ",867  ,8.1   
CN050290,05,029,"Conway County, AR",2009,"10,357  ","9,687  ",670  ,6.5   
PA050300,05,031,"Craighead County, AR",2009,"46,944  ","44,182  ","2,762  ",5.9   
CN050330,05,033,"Crawford County, AR",2009,"28,913  ","26,999  ","1,914  ",6.6   
PA050700,05,035,"Crittenden County, AR",2009,"22,459  ","20,239  ","2,220  ",9.9   
CN050370,05,037,"Cross County, AR",2009,"8,307  ","7,718  ",589  ,7.1   
CN050390,05,039,"Dallas County, AR",2009,"3,867  ","3,574  ",293  ,7.6   
CN050410,05,041,"Desha County, AR",2009,"5,620  ","5,065  ",555  ,9.9   
CN050430,05,043,"Drew County, AR",2009,"8,176  ","7,432  ",744  ,9.1   
CN050450,05,045,"Faulkner County, AR",2009,"55,883  ","52,515  ","3,368  ",6.0   
CN050470,05,047,"Franklin County, AR",2009,"8,677  ","8,163  ",514  ,5.9   
CN050490,05,049,"Fulton County, AR",2009,"5,301  ","4,975  ",326  ,6.1   
PA050400,05,051,"Garland County, AR",2009,"43,280  ","40,445  ","2,835  ",6.6   
CN050530,05,053,"Grant County, AR",2009,"8,608  ","8,119  ",489  ,5.7   
CN050550,05,055,"Greene County, AR",2009,"19,581  ","17,966  ","1,615  ",8.2   
CN050570,05,057,"Hempstead County, AR",2009,"10,481  ","9,578  ",903  ,8.6   
CN050590,05,059,"Hot Spring County, AR",2009,"15,025  ","13,932  ","1,093  ",7.3   
CN050610,05,061,"Howard County, AR",2009,"6,323  ","5,870  ",453  ,7.2   
CN050630,05,063,"Independence County, AR",2009,"16,501  ","15,209  ","1,292  ",7.8   
CN050650,05,065,"Izard County, AR",2009,"5,528  ","5,100  ",428  ,7.7   
CN050670,05,067,"Jackson County, AR",2009,"7,785  ","7,072  ",713  ,9.2   
CN050690,05,069,"Jefferson County, AR",2009,"35,266  ","32,004  ","3,262  ",9.2   
CN050710,05,071,"Johnson County, AR",2009,"11,837  ","11,120  ",717  ,6.1   
CN050730,05,073,"Lafayette County, AR",2009,"2,978  ","2,721  ",257  ,8.6   
CN050750,05,075,"Lawrence County, AR",2009,"7,222  ","6,651  ",571  ,7.9   
CN050770,05,077,"Lee County, AR",2009,"3,394  ","3,115  ",279  ,8.2   
CN050790,05,079,"Lincoln County, AR",2009,"4,923  ","4,520  ",403  ,8.2   
CN050810,05,081,"Little River County, AR",2009,"6,862  ","6,478  ",384  ,5.6   
CN050830,05,083,"Logan County, AR",2009,"10,189  ","9,404  ",785  ,7.7   
CN050850,05,085,"Lonoke County, AR",2009,"31,829  ","30,168  ","1,661  ",5.2   
CN050870,05,087,"Madison County, AR",2009,"7,797  ","7,382  ",415  ,5.3   
CN050890,05,089,"Marion County, AR",2009,"6,935  ","6,160  ",775  ,11.2   
CN050910,05,091,"Miller County, AR",2009,"19,924  ","19,029  ",895  ,4.5   
PA050500,05,093,"Mississippi County, AR",2009,"21,913  ","19,439  ","2,474  ",11.3   
CN050950,05,095,"Monroe County, AR",2009,"3,542  ","3,279  ",263  ,7.4   
CN050970,05,097,"Montgomery County, AR",2009,"4,017  ","3,785  ",232  ,5.8   
CN050990,05,099,"Nevada County, AR",2009,"4,177  ","3,815  ",362  ,8.7   
CN051010,05,101,"Newton County, AR",2009,"3,504  ","3,286  ",218  ,6.2   
CN051030,05,103,"Ouachita County, AR",2009,"11,570  ","10,745  ",825  ,7.1   
CN051050,05,105,"Perry County, AR",2009,"4,851  ","4,577  ",274  ,5.6   
CN051070,05,107,"Phillips County, AR",2009,"8,582  ","7,829  ",753  ,8.8   
CN051090,05,109,"Pike County, AR",2009,"5,132  ","4,808  ",324  ,6.3   
CN051110,05,111,"Poinsett County, AR",2009,"11,075  ","10,247  ",828  ,7.5   
CN051130,05,113,"Polk County, AR",2009,"8,985  ","8,411  ",574  ,6.4   
CN051150,05,115,"Pope County, AR",2009,"29,690  ","27,836  ","1,854  ",6.2   
CN051170,05,117,"Prairie County, AR",2009,"4,218  ","3,937  ",281  ,6.7   
CN051190,05,119,"Pulaski County, AR",2009,"192,660  ","181,159  ","11,501  ",6.0   
CN051210,05,121,"Randolph County, AR",2009,"7,535  ","6,983  ",552  ,7.3   
CN051230,05,123,"St. Francis County, AR",2009,"10,130  ","9,176  ",954  ,9.4   
PA050800,05,125,"Saline County, AR",2009,"49,630  ","46,772  ","2,858  ",5.8   
CN051270,05,127,"Scott County, AR",2009,"4,818  ","4,513  ",305  ,6.3   
CN051290,05,129,"Searcy County, AR",2009,"3,657  ","3,441  ",216  ,5.9   
CN051310,05,131,"Sebastian County, AR",2009,"62,696  ","58,823  ","3,873  ",6.2   
CN051330,05,133,"Sevier County, AR",2009,"7,400  ","7,025  ",375  ,5.1   
CN051350,05,135,"Sharp County, AR",2009,"6,346  ","5,854  ",492  ,7.8   
CN051370,05,137,"Stone County, AR",2009,"4,725  ","4,412  ",313  ,6.6   
CN051390,05,139,"Union County, AR",2009,"18,635  ","16,863  ","1,772  ",9.5   
CN051410,05,141,"Van Buren County, AR",2009,"6,983  ","6,348  ",635  ,9.1   
CN051430,05,143,"Washington County, AR",2009,"104,999  ","99,706  ","5,293  ",5.0   
PA050900,05,145,"White County, AR",2009,"34,577  ","32,251  ","2,326  ",6.7   
CN051470,05,147,"Woodruff County, AR",2009,"3,434  ","3,122  ",312  ,9.1   
CN051490,05,149,"Yell County, AR",2009,"10,512  ","9,836  ",676  ,6.4   
CN060010,06,001,"Alameda County, CA",2009,"768,686  ","681,465  ","87,221  ",11.3   
CN060030,06,003,"Alpine County, CA",2009,415  ,352  ,63  ,15.2   
CN060050,06,005,"Amador County, CA",2009,"17,958  ","15,787  ","2,171  ",12.1   
PS060150,06,007,"Butte County, CA",2009,"105,395  ","92,585  ","12,810  ",12.2   
CN060090,06,009,"Calaveras County, CA",2009,"20,999  ","18,004  ","2,995  ",14.3   
CN060110,06,011,"Colusa County, CA",2009,"11,158  ","9,537  ","1,621  ",14.5   
CN060130,06,013,"Contra Costa County, CA",2009,"529,871  ","470,422  ","59,449  ",11.2   
CN060150,06,015,"Del Norte County, CA",2009,"11,871  ","10,459  ","1,412  ",11.9   
PA063750,06,017,"El Dorado County, CA",2009,"91,244  ","81,027  ","10,217  ",11.2   
CN060190,06,019,"Fresno County, CA",2009,"452,170  ","388,633  ","63,537  ",14.1   
CN060210,06,021,"Glenn County, CA",2009,"12,591  ","10,857  ","1,734  ",13.8   
PS060300,06,023,"Humboldt County, CA",2009,"59,992  ","53,802  ","6,190  ",10.3   
PS060350,06,025,"Imperial County, CA",2009,"76,893  ","53,734  ","23,159  ",30.1   
CN060270,06,027,"Inyo County, CA",2009,"8,980  ","8,124  ",856  ,9.5   
PS060400,06,029,"Kern County, CA",2009,"377,391  ","325,089  ","52,302  ",13.9   
PA062730,06,031,"Kings County, CA",2009,"59,713  ","51,417  ","8,296  ",13.9   
CN060330,06,033,"Lake County, CA",2009,"25,886  ","22,082  ","3,804  ",14.7   
CN060350,06,035,"Lassen County, CA",2009,"13,512  ","11,911  ","1,601  ",11.8   
CN060370,06,037,"Los Angeles County, CA",2009,"4,923,821  ","4,298,168  ","625,653  ",12.7   
PA064200,06,039,"Madera County, CA",2009,"70,354  ","61,696  ","8,658  ",12.3   
PS060550,06,041,"Marin County, CA",2009,"134,608  ","123,867  ","10,741  ",8.0   
CN060430,06,043,"Mariposa County, CA",2009,"9,975  ","9,097  ",878  ,8.8   
PA063550,06,045,"Mendocino County, CA",2009,"43,422  ","39,036  ","4,386  ",10.1   
PS060600,06,047,"Merced County, CA",2009,"106,663  ","89,944  ","16,719  ",15.7   
CN060490,06,049,"Modoc County, CA",2009,"4,051  ","3,603  ",448  ,11.1   
CN060510,06,051,"Mono County, CA",2009,"7,877  ","7,067  ",810  ,10.3   
PS060620,06,053,"Monterey County, CA",2009,"217,030  ","195,359  ","21,671  ",10.0   
PA063600,06,055,"Napa County, CA",2009,"75,626  ","69,082  ","6,544  ",8.7   
PA065000,06,057,"Nevada County, CA",2009,"49,728  ","44,287  ","5,441  ",10.9   
PS060670,06,059,"Orange County, CA",2009,"1,624,855  ","1,472,354  ","152,501  ",9.4   
PS061500,06,061,"Placer County, CA",2009,"175,065  ","155,278  ","19,787  ",11.3   
CN060630,06,063,"Plumas County, CA",2009,"10,213  ","8,792  ","1,421  ",13.9   
CN060650,06,065,"Riverside County, CA",2009,"915,624  ","780,829  ","134,795  ",14.7   
PS061350,06,067,"Sacramento County, CA",2009,"687,918  ","604,178  ","83,740  ",12.2   
CN060690,06,069,"San Benito County, CA",2009,"24,764  ","21,667  ","3,097  ",12.5   
CN060710,06,071,"San Bernardino County, CA",2009,"867,524  ","749,737  ","117,787  ",13.6   
PS060850,06,073,"San Diego County, CA",2009,"1,560,010  ","1,400,165  ","159,845  ",10.2   
PS060900,06,075,"San Francisco County/city, CA",2009,"447,099  ","403,719  ","43,380  ",9.7   
PS061080,06,077,"San Joaquin County, CA",2009,"304,586  ","257,437  ","47,149  ",15.5   
CN060790,06,079,"San Luis Obispo County, CA",2009,"138,449  ","125,943  ","12,506  ",9.0   
PS061000,06,081,"San Mateo County, CA",2009,"380,819  ","346,423  ","34,396  ",9.0   
PS061010,06,083,"Santa Barbara County, CA",2009,"221,571  ","202,743  ","18,828  ",8.5   
CN060850,06,085,"Santa Clara County, CA",2009,"886,563  ","782,175  ","104,388  ",11.8   
PS061030,06,087,"Santa Cruz County, CA",2009,"147,934  ","132,792  ","15,142  ",10.2   
PS061450,06,089,"Shasta County, CA",2009,"83,975  ","71,649  ","12,326  ",14.7   
CN060910,06,091,"Sierra County, CA",2009,"1,542  ","1,330  ",212  ,13.7   
CN060930,06,093,"Siskiyou County, CA",2009,"18,873  ","16,323  ","2,550  ",13.5   
PS061050,06,095,"Solano County, CA",2009,"214,355  ","189,664  ","24,691  ",11.5   
PS061060,06,097,"Sonoma County, CA",2009,"262,368  ","236,354  ","26,014  ",9.9   
PS061070,06,099,"Stanislaus County, CA",2009,"243,184  ","205,971  ","37,213  ",15.3   
PA065100,06,101,"Sutter County, CA",2009,"41,627  ","35,321  ","6,306  ",15.1   
CN061030,06,103,"Tehama County, CA",2009,"26,219  ","22,634  ","3,585  ",13.7   
CN061050,06,105,"Trinity County, CA",2009,"4,696  ","3,947  ",749  ,15.9   
PS061210,06,107,"Tulare County, CA",2009,"206,315  ","175,643  ","30,672  ",14.9   
CN061090,06,109,"Tuolumne County, CA",2009,"25,903  ","22,607  ","3,296  ",12.7   
PS061220,06,111,"Ventura County, CA",2009,"428,779  ","381,581  ","47,198  ",11.0   
CN061130,06,113,"Yolo County, CA",2009,"97,523  ","86,909  ","10,614  ",10.9   
CN061150,06,115,"Yuba County, CA",2009,"28,801  ","23,673  ","5,128  ",17.8   
CN080010,08,001,"Adams County, CO",2009,"221,638  ","203,781  ","17,857  ",8.1   
CN080030,08,003,"Alamosa County, CO",2009,"8,582  ","8,110  ",472  ,5.5   
PS080100,08,005,"Arapahoe County, CO",2009,"305,320  ","284,392  ","20,928  ",6.9   
CN080070,08,007,"Archuleta County, CO",2009,"6,407  ","6,007  ",400  ,6.2   
CN080090,08,009,"Baca County, CO",2009,"2,756  ","2,662  ",94  ,3.4   
CN080110,08,011,"Bent County, CO",2009,"2,879  ","2,735  ",144  ,5.0   
CN080130,08,013,"Boulder County, CO",2009,"172,279  ","162,725  ","9,554  ",5.5   
CN080140,08,014,"Broomfield County/city, CO",2009,"30,023  ","28,031  ","1,992  ",6.6   
CN080150,08,015,"Chaffee County, CO",2009,"8,322  ","7,895  ",427  ,5.1   
CN080170,08,017,"Cheyenne County, CO",2009,"1,385  ","1,357  ",28  ,2.0   
CN080190,08,019,"Clear Creek County, CO",2009,"5,668  ","5,272  ",396  ,7.0   
CN080210,08,021,"Conejos County, CO",2009,"3,663  ","3,477  ",186  ,5.1   
CN080230,08,023,"Costilla County, CO",2009,"1,371  ","1,256  ",115  ,8.4   
CN080250,08,025,"Crowley County, CO",2009,"1,984  ","1,833  ",151  ,7.6   
CN080270,08,027,"Custer County, CO",2009,"1,986  ","1,883  ",103  ,5.2   
CN080290,08,029,"Delta County, CO",2009,"17,164  ","16,035  ","1,129  ",6.6   
PS080250,08,031,"Denver County/city, CO",2009,"316,703  ","292,389  ","24,314  ",7.7   
CN080330,08,033,"Dolores County, CO",2009,"1,092  ",948  ,144  ,13.2   
CN080350,08,035,"Douglas County, CO",2009,"154,518  ","145,469  ","9,049  ",5.9   
CN080370,08,037,"Eagle County, CO",2009,"30,469  ","28,586  ","1,883  ",6.2   
CN080390,08,039,"Elbert County, CO",2009,"12,706  ","11,945  ",761  ,6.0   
PS080200,08,041,"El Paso County, CO",2009,"293,486  ","272,393  ","21,093  ",7.2   
CN080430,08,043,"Fremont County, CO",2009,"19,057  ","17,593  ","1,464  ",7.7   
CN080450,08,045,"Garfield County, CO",2009,"39,170  ","36,905  ","2,265  ",5.8   
CN080470,08,047,"Gilpin County, CO",2009,"3,397  ","3,192  ",205  ,6.0   
CN080490,08,049,"Grand County, CO",2009,"8,934  ","8,420  ",514  ,5.8   
CN080510,08,051,"Gunnison County, CO",2009,"9,291  ","8,883  ",408  ,4.4   
CN080530,08,053,"Hinsdale County, CO",2009,772  ,755  ,17  ,2.2   
CN080550,08,055,"Huerfano County, CO",2009,"3,577  ","3,321  ",256  ,7.2   
CN080570,08,057,"Jackson County, CO",2009,"1,368  ","1,323  ",45  ,3.3   
CN080590,08,059,"Jefferson County, CO",2009,"303,461  ","283,220  ","20,241  ",6.7   
CN080610,08,061,"Kiowa County, CO",2009,"1,128  ","1,096  ",32  ,2.8   
CN080630,08,063,"Kit Carson County, CO",2009,"4,952  ","4,808  ",144  ,2.9   
CN080650,08,065,"Lake County, CO",2009,"3,975  ","3,694  ",281  ,7.1   
CN080670,08,067,"La Plata County, CO",2009,"30,342  ","28,925  ","1,417  ",4.7   
PS080310,08,069,"Larimer County, CO",2009,"175,721  ","165,862  ","9,859  ",5.6   
CN080710,08,071,"Las Animas County, CO",2009,"9,159  ","8,517  ",642  ,7.0   
CN080730,08,073,"Lincoln County, CO",2009,"3,074  ","2,959  ",115  ,3.7   
CN080750,08,075,"Logan County, CO",2009,"11,763  ","11,227  ",536  ,4.6   
PA080250,08,077,"Mesa County, CO",2009,"83,106  ","76,330  ","6,776  ",8.2   
CN080790,08,079,"Mineral County, CO",2009,474  ,449  ,25  ,5.3   
CN080810,08,081,"Moffat County, CO",2009,"8,843  ","8,350  ",493  ,5.6   
CN080830,08,083,"Montezuma County, CO",2009,"12,802  ","11,990  ",812  ,6.3   
CN080850,08,085,"Montrose County, CO",2009,"20,954  ","19,512  ","1,442  ",6.9   
CN080870,08,087,"Morgan County, CO",2009,"15,030  ","14,294  ",736  ,4.9   
CN080890,08,089,"Otero County, CO",2009,"9,035  ","8,515  ",520  ,5.8   
CN080910,08,091,"Ouray County, CO",2009,"3,122  ","2,993  ",129  ,4.1   
CN080930,08,093,"Park County, CO",2009,"9,554  ","8,969  ",585  ,6.1   
CN080950,08,095,"Phillips County, CO",2009,"2,717  ","2,647  ",70  ,2.6   
CN080970,08,097,"Pitkin County, CO",2009,"11,339  ","10,767  ",572  ,5.0   
CN080990,08,099,"Prowers County, CO",2009,"7,186  ","6,828  ",358  ,5.0   
PS080320,08,101,"Pueblo County, CO",2009,"72,663  ","67,205  ","5,458  ",7.5   
CN081030,08,103,"Rio Blanco County, CO",2009,"5,342  ","5,131  ",211  ,3.9   
CN081050,08,105,"Rio Grande County, CO",2009,"6,919  ","6,584  ",335  ,4.8   
CN081070,08,107,"Routt County, CO",2009,"14,614  ","13,738  ",876  ,6.0   
CN081090,08,109,"Saguache County, CO",2009,"3,686  ","3,399  ",287  ,7.8   
CN081110,08,111,"San Juan County, CO",2009,603  ,571  ,32  ,5.3   
CN081130,08,113,"San Miguel County, CO",2009,"5,160  ","4,941  ",219  ,4.2   
CN081150,08,115,"Sedgwick County, CO",2009,"1,649  ","1,594  ",55  ,3.3   
CN081170,08,117,"Summit County, CO",2009,"15,115  ","14,238  ",877  ,5.8   
CN081190,08,119,"Teller County, CO",2009,"12,234  ","11,413  ",821  ,6.7   
CN081210,08,121,"Washington County, CO",2009,"3,047  ","2,948  ",99  ,3.2   
PS080330,08,123,"Weld County, CO",2009,"120,783  ","111,699  ","9,084  ",7.5   
CN081250,08,125,"Yuma County, CO",2009,"7,871  ","7,664  ",207  ,2.6   
